time,latitude,longitude,krill_young_larvae,krill_free_larvae,krill_late_larvae,krill_juveniles,krill_adults,krill_adult_log
2010-12-29 12:00:00,-75,-83,,,,,,
2010-12-29 12:00:00,-75,-81,,,,,,
2010-12-29 12:00:00,-75,-79,,,,,,
2010-12-29 12:00:00,-75,-77,,,,,,
2010-12-29 12:00:00,-75,-75,,,,,,
2010-12-29 12:00:00,-75,-73,,,,,,
2010-12-29 12:00:00,-75,-71,,,,,,
2010-12-29 12:00:00,-75,-69,,,,,,
2010-12-29 12:00:00,-75,-67,,,,,,
2010-12-29 12:00:00,-75,-65,,,,,,
2010-12-29 12:00:00,-75,-63,,,,,,
2010-12-29 12:00:00,-75,-61,4.652090718969703,8.516486072912812,0.0,41.52498063445091,486.6971723437309,2.68815
2010-12-29 12:00:00,-75,-59,4.524535419419408,8.431532982736826,0.0,19.507728077471256,155.37773075699806,2.19417
2010-12-29 12:00:00,-75,-57,7.550186628475785,13.748043950647116,0.0,61.354962185025215,177.03398874402046,2.2505
2010-12-29 12:00:00,-75,-55,7.09565781801939,11.030661057680845,0.0,66.57406812906265,174.59892183542252,2.24452
2010-12-29 12:00:00,-75,-53,9.537407975643873,17.066072538495064,0.0,96.11053448915482,284.5546547174454,2.45569
2010-12-29 12:00:00,-75,-51,10.78174351900816,19.454634331166744,0.0,65.51632609963417,262.36871069669724,2.42056
2010-12-29 12:00:00,-75,-49,13.022682145237923,23.749540336430073,0.0,57.13319168239832,263.2127319574356,2.42195
2010-12-29 12:00:00,-75,-47,12.08309324644506,23.401583675295115,0.0,50.40185622125864,270.3826414346695,2.43358
2010-12-29 12:00:00,-75,-45,9.750326385721564,17.25519847497344,0.0,62.24097976088524,257.71427154541016,2.41282
2010-12-29 12:00:00,-75,-43,6.81224219314754,12.414077296853065,0.0,74.22942373156548,254.8058203458786,2.40791
2010-12-29 12:00:00,-75,-41,6.777107380330563,12.824937295168638,0.0,66.5866709947586,211.9248104095459,2.32823
2010-12-29 12:00:00,-75,-39,6.001537557691336,11.066691970452666,0.0,79.12767674028873,213.0832239985466,2.33058
2010-12-29 12:00:00,-75,-37,4.154496602714062,7.222284620627761,0.0,106.36349529027939,217.5106799006462,2.33947
2010-12-29 12:00:00,-75,-35,4.2564019449055195,7.862974248826504,0.0,118.03600281476974,214.62717932462692,2.3337
2010-12-29 12:00:00,-75,-33,5.041620200499892,9.827912908047438,0.0,100.16831144690514,179.26209884881973,2.2559
2010-12-29 12:00:00,-75,-31,7.274034531787038,12.348526902496815,0.0,111.54602977633476,179.62176930904388,2.25677
2010-12-29 12:00:00,-75,-29,7.968053890392184,13.445142686367035,0.0,116.82931444048882,161.6715012192726,2.21131
2010-12-29 12:00:00,-75,-27,8.077330017462373,10.35719658061862,0.0,84.46053376793861,107.03421872854233,2.03356
