latitude,longitude,label_grid,mean_seq_time,Upper_tiertile_seq,krill_adult_log,Upper_tiertile_krill,Zone_type
-69,-157,0.0,567.4389914068062,1.0,1.1421,0.0,1.0
-69,-155,0.0,572.4475830079964,1.0,1.11878,0.0,1.0
-69,-153,0.0,576.8710401587712,1.0,1.08795,0.0,1.0
-69,-151,0.0,524.1488322168588,1.0,1.27053,0.0,1.0
-69,-149,0.0,523.3051405984112,1.0,1.22538,0.0,1.0
-69,-147,0.0,518.2878228477911,1.0,1.2167,0.0,1.0
-69,-145,0.0,560.9723107758427,1.0,1.26664,0.0,1.0
-69,-143,0.0,546.7707535587678,1.0,1.26922,0.0,1.0
-69,-141,0.0,523.7175938004292,1.0,1.2469,0.0,1.0
-69,-139,0.0,443.1908803777376,1.0,1.23269,0.0,1.0
-69,-137,0.0,421.9444268453758,0.0,1.23891,0.0,0.0
-69,-135,0.0,464.29211382530485,1.0,1.21833,0.0,1.0
-69,-133,0.0,457.16367929396534,1.0,1.28899,0.0,1.0
-69,-131,0.0,449.2682661703566,1.0,1.21115,0.0,1.0
-69,-129,0.0,455.7835011571439,1.0,1.29815,0.0,1.0
-69,-127,0.0,457.46040561000837,1.0,1.24928,0.0,1.0
-69,-125,0.0,455.3718023653637,1.0,1.29309,0.0,1.0
-69,-123,0.0,401.40860720965316,0.0,1.46405,0.0,0.0
-69,-121,0.0,297.5168629574835,0.0,1.50227,0.0,0.0
-69,-119,0.0,399.23713023651993,0.0,1.4324,0.0,0.0
-69,-117,0.0,439.20089877243083,1.0,1.43445,0.0,1.0
-69,-115,0.0,447.54818683179735,1.0,1.43119,0.0,1.0
-69,-113,0.0,381.35065088698576,0.0,1.48944,0.0,0.0
-69,-111,0.0,456.5476531323343,1.0,1.30472,0.0,1.0
-69,-109,0.0,381.5906203708124,0.0,1.38601,0.0,0.0
-69,-107,0.0,447.63093677402145,1.0,1.51108,0.0,1.0
-69,-105,0.0,437.30118619226346,1.0,1.41221,0.0,1.0
-69,-103,0.0,431.6102294757832,0.0,1.50659,0.0,0.0
-69,-101,0.0,354.06925298865184,0.0,1.49364,0.0,0.0
-69,-99,0.0,354.84974926111,0.0,1.58874,0.0,0.0
-69,-97,0.0,356.41262420311097,0.0,1.72433,1.0,2.0
-69,-95,0.0,346.5372919742846,0.0,1.80529,1.0,2.0
-69,-93,0.0,352.1067245328517,0.0,1.62124,1.0,2.0
-69,-91,0.0,425.40862378802575,0.0,1.58629,0.0,0.0
-69,-89,0.0,325.9535503965004,0.0,1.67665,1.0,2.0
-69,-87,0.0,420.12688127601155,0.0,1.79048,1.0,2.0
-69,-85,0.0,305.90975065157437,0.0,1.76918,1.0,2.0
-69,-83,0.0,286.27550785597896,0.0,1.9905,1.0,2.0
-69,-81,0.0,383.7670474101782,0.0,1.93917,1.0,2.0
-69,-79,0.0,236.12558458360647,0.0,1.98516,1.0,2.0
-69,-77,0.0,227.04745786297133,0.0,2.30578,1.0,2.0
-69,-75,0.0,190.4938485116366,0.0,2.49824,1.0,2.0
-69,-73,0.0,60.73920750111437,0.0,2.51989,1.0,2.0
-69,-71,0.0,,,,,
-69,-69,0.0,-0.0,0.0,3.19584,1.0,2.0
-69,-67,0.0,,,,,
-69,-65,0.0,,,,,
-69,-63,0.0,,,,,
-69,-61,0.0,,,,,
-69,-59,0.0,547.4918041252566,1.0,1.54418,0.0,1.0
-69,-57,0.0,0.0,0.0,1.85115,1.0,2.0
-69,-55,0.0,723.0692519071335,1.0,1.98572,1.0,3.0
-69,-53,0.0,551.6341911031442,1.0,1.92294,1.0,3.0
-69,-51,0.0,594.9722106830324,1.0,1.87163,1.0,3.0
